Income,Age,Education,Marital_Status,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Items_Purchases,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Cluster
38946.0,70,2,5,0,1,84,116,6,82,6,6,41,257,2,3,1,6,2
65777.0,58,2,5,0,0,87,565,32,435,28,32,54,1146,1,2,8,6,3
66476.0,49,4,2,0,1,99,372,18,126,47,48,78,689,2,5,2,11,3
86857.0,53,4,4,0,0,96,899,102,838,133,102,40,2114,1,5,6,10,1
77845.0,36,4,5,0,0,40,760,40,480,0,40,26,1346,1,3,5,12,1
69476.0,56,4,5,0,0,3,260,86,559,63,9,67,1044,1,4,6,4,3
50611.0,65,4,2,0,1,98,459,0,24,6,0,4,493,6,4,5,7,3
61209.0,55,2,4,0,0,73,466,0,224,119,49,99,957,1,5,3,4,3
42315.0,67,3,5,0,1,90,67,15,80,17,11,80,270,3,1,4,4,2
13084.0,73,1,5,0,0,29,2,0,7,3,7,10,29,1,1,0,3,2
47570.0,76,3,6,1,1,3,67,1,20,0,2,31,121,3,2,2,2,2
61923.0,64,3,3,0,2,94,92,4,18,3,3,6,126,1,2,1,4,2
34824.0,30,2,4,0,0,65,4,2,11,2,0,4,23,1,1,0,2,2
26518.0,76,4,4,1,1,33,20,1,28,3,3,2,57,3,2,0,3,2
45938.0,64,2,4,0,0,46,273,11,178,62,83,29,636,2,8,4,6,3
78468.0,65,2,5,0,0,29,434,22,388,104,22,34,1004,1,10,7,10,3
78901.0,52,2,2,0,1,99,321,11,309,33,26,34,734,3,9,3,5,3
71427.0,47,2,3,2,0,26,212,123,177,15,64,23,614,2,8,2,8,3
71022.0,47,2,2,0,1,30,909,12,278,0,12,242,1453,3,5,2,11,1
90247.0,37,3,4,0,0,27,1184,32,352,21,16,16,1621,1,3,4,7,1
41335.0,57,3,2,1,0,24,112,19,21,16,14,5,187,3,4,1,4,2
71952.0,39,2,3,1,0,93,656,80,455,52,107,93,1443,2,8,4,8,1
35682.0,55,4,2,1,0,34,23,0,8,6,2,18,57,1,1,1,3,2
43185.0,74,2,2,0,1,88,537,6,42,16,6,30,637,2,9,3,6,3
66375.0,77,4,5,0,1,96,712,0,45,0,0,191,948,3,2,4,5,3
35178.0,54,3,3,1,0,10,23,1,13,2,2,18,59,1,1,1,2,2
25252.0,39,2,3,1,0,26,1,3,4,2,2,6,18,1,1,0,2,2
55250.0,60,3,4,0,1,49,664,58,83,32,0,66,903,4,7,5,10,3
33249.0,50,2,4,1,0,11,6,10,21,19,14,42,112,2,2,1,3,2
58398.0,72,2,5,0,0,44,299,5,201,21,21,49,596,3,5,4,8,3
50272.0,43,2,5,1,0,75,99,13,66,43,8,4,233,3,4,1,5,2
76618.0,50,4,3,0,0,64,749,40,294,121,160,147,1511,1,3,2,5,1
87305.0,65,0,2,0,0,19,345,25,501,63,138,80,1152,1,5,3,8,3
25851.0,47,2,5,1,0,45,9,4,18,7,5,5,48,2,2,0,3,2
58710.0,55,2,2,0,1,77,440,81,368,0,122,174,1185,6,11,5,9,3
45160.0,67,2,4,1,1,9,8,2,5,3,0,3,21,1,1,0,2,2
74806.0,60,3,3,0,1,1,670,9,249,0,28,9,965,2,5,4,5,3
59111.0,71,2,3,0,0,90,524,0,134,28,28,155,869,1,11,1,8,3
18988.0,41,4,3,1,0,43,6,0,6,2,1,1,16,2,1,0,3,2
72190.0,60,2,3,0,0,79,597,166,597,172,166,249,1947,1,5,6,4,1
7500.0,49,2,3,1,0,19,7,0,12,13,7,32,71,5,4,1,2,2
44794.0,59,2,3,0,1,99,54,0,7,0,0,4,65,1,2,0,3,2
80395.0,70,2,3,0,0,62,445,25,706,80,76,48,1380,1,6,5,12,1
75012.0,49,3,2,0,0,41,294,142,218,164,58,151,1027,1,3,8,11,3
56962.0,60,3,3,2,1,60,292,3,77,10,3,26,411,7,6,3,5,2
89891.0,34,2,5,0,0,17,412,22,132,59,28,183,836,1,11,6,8,3
35946.0,76,4,2,1,1,24,8,0,3,0,0,0,11,1,0,0,3,2
53593.0,72,4,5,1,1,60,349,4,78,6,0,43,480,8,7,2,6,2
66373.0,47,2,3,1,1,57,328,9,124,12,24,109,606,7,4,2,10,3
45072.0,77,4,2,1,2,74,144,2,99,7,2,30,284,5,6,1,4,2
89694.0,52,2,2,1,1,22,1126,28,211,37,28,42,1472,3,4,3,4,1
72025.0,76,2,3,0,0,46,967,0,617,43,50,0,1677,1,4,8,13,1
67432.0,52,2,3,0,1,69,432,79,341,177,136,170,1335,2,8,5,4,3
70545.0,73,3,5,0,1,29,138,39,63,55,18,21,334,1,4,1,7,2
17487.0,36,1,3,1,0,37,0,0,1,7,4,6,18,1,1,0,2,2
62882.0,56,2,5,0,1,26,509,133,497,78,24,97,1338,2,7,5,6,1
64108.0,72,4,4,0,1,8,948,10,86,13,21,21,1099,4,6,9,11,3
34941.0,69,3,5,1,1,26,39,2,25,4,3,24,97,2,3,0,3,2
48767.0,75,4,4,1,2,79,28,1,21,3,0,10,63,3,2,1,3,2
38702.0,47,0,5,1,0,71,13,11,24,13,8,40,109,2,3,0,4,2
82224.0,61,2,3,0,0,83,307,26,360,138,31,40,902,1,6,9,5,3
83844.0,73,2,5,0,0,57,901,31,345,75,31,191,1574,1,4,4,11,1
17003.0,50,0,3,1,0,37,2,5,12,4,8,7,38,3,2,0,4,2
71163.0,30,2,4,0,0,30,283,17,372,138,106,44,960,1,3,8,12,3
33697.0,55,2,4,1,0,34,4,3,7,0,3,11,28,1,1,0,2,2
63564.0,71,0,3,0,0,0,769,80,252,15,34,65,1215,1,10,10,7,3
83443.0,53,4,5,0,0,89,518,42,742,55,56,84,1497,1,6,10,5,1
51518.0,67,4,5,0,1,92,350,8,66,17,4,4,449,2,3,2,10,2
58330.0,50,2,6,0,1,87,445,53,213,104,98,151,1064,1,6,4,13,3
80952.0,56,2,3,0,0,20,778,178,689,41,27,44,1757,1,8,5,11,1
75507.0,46,2,5,0,0,56,709,93,374,104,80,80,1440,1,8,6,6,1
63855.0,47,0,5,0,0,28,359,35,314,93,116,89,1006,1,7,3,13,3
62220.0,53,4,5,0,1,55,799,12,375,16,12,12,1226,5,7,6,5,1
58512.0,61,2,3,0,1,25,895,10,101,13,0,152,1171,5,3,4,8,3
40662.0,46,3,3,1,0,0,40,2,23,0,4,23,92,2,2,1,3,2
38829.0,66,4,3,0,1,86,76,0,7,0,0,16,99,1,3,2,2,2
35523.0,44,0,3,1,0,8,11,5,22,12,5,11,66,2,3,0,3,2
79146.0,58,2,4,1,1,33,245,16,223,21,43,16,564,2,8,1,8,3
78285.0,37,3,3,0,0,13,647,107,391,175,67,40,1427,1,6,4,10,1
31626.0,47,4,4,1,0,12,39,1,9,2,1,34,86,1,2,1,2,2
75127.0,73,2,4,0,0,92,203,35,305,46,17,227,833,1,2,11,5,3
48726.0,70,2,3,0,1,90,138,3,38,4,0,59,242,3,3,2,4,2
74985.0,48,2,3,0,0,8,587,51,898,247,0,86,1869,1,3,6,7,1
67430.0,38,2,5,0,0,6,595,97,291,127,133,121,1364,1,11,5,12,1
46891.0,60,0,3,0,1,91,43,12,23,29,15,61,183,1,2,1,4,2
62058.0,69,3,3,0,1,52,301,7,74,10,0,58,450,4,6,1,7,2
72063.0,46,2,3,0,1,3,180,32,348,76,32,90,758,2,5,2,12,3
78939.0,74,4,3,0,0,57,794,115,243,150,0,205,1507,1,8,5,6,1
42720.0,60,2,4,1,1,9,392,5,91,28,26,112,654,8,7,3,7,3
33622.0,53,2,3,1,1,22,39,1,22,3,4,12,81,3,2,0,4,2
6835.0,68,4,5,0,1,76,107,2,12,2,2,12,137,0,0,0,1,2
41452.0,72,2,5,1,1,86,13,0,3,0,0,0,16,1,1,0,2,2
40760.0,60,4,4,0,1,64,70,0,17,0,0,6,93,2,2,1,3,2
74250.0,67,4,5,0,0,90,680,11,392,75,0,0,1158,1,2,11,4,3
51124.0,70,3,4,1,1,79,26,1,11,0,1,4,43,2,1,0,3,2
72258.0,54,2,4,0,1,28,522,0,522,227,120,134,1525,2,6,9,5,1
71466.0,51,4,4,0,0,86,412,12,546,78,182,0,1230,1,4,4,10,3
36283.0,49,2,5,1,1,42,6,5,5,8,0,5,29,2,1,0,3,2
20587.0,55,2,4,1,0,39,2,3,6,4,1,9,25,1,1,1,2,2
30467.0,53,2,3,1,0,8,1,3,8,2,5,5,24,1,1,0,2,2
31590.0,53,2,5,1,0,40,6,2,15,6,6,3,38,1,1,0,3,2
20425.0,39,1,3,1,0,5,4,12,5,3,16,17,57,2,2,0,3,2
17144.0,65,3,5,1,1,96,18,2,19,0,2,6,47,5,3,0,4,2
42564.0,57,4,2,0,1,28,324,48,186,39,18,198,813,6,6,8,4,3
43783.0,47,3,3,1,0,22,327,9,125,25,4,139,629,6,7,1,8,3
40780.0,49,2,2,0,1,30,229,27,71,13,3,34,377,4,7,1,5,2
62847.0,80,3,5,0,0,45,521,168,706,80,76,61,1612,1,3,6,4,1
82017.0,68,4,3,0,0,58,184,23,446,30,23,23,729,1,5,4,7,3
16813.0,75,2,4,0,0,49,4,8,11,12,2,13,50,1,2,0,3,2
51267.0,47,2,3,1,1,37,183,2,64,7,2,12,270,4,3,3,5,2
46524.0,64,2,4,0,1,70,31,19,35,26,14,52,177,2,1,1,5,2
45183.0,63,3,4,0,0,33,219,3,60,12,9,12,315,1,4,1,7,2
70421.0,71,4,3,0,1,98,479,28,136,75,14,35,767,3,10,3,7,3
60161.0,60,0,2,0,1,17,584,44,212,46,8,177,1071,3,11,4,8,3
73926.0,52,2,5,0,0,54,627,91,597,159,91,15,1580,1,6,5,12,1
19329.0,57,2,3,1,0,39,24,1,16,12,2,5,60,3,4,0,3,2
61872.0,55,3,3,0,1,81,330,5,159,36,27,16,573,4,4,4,9,3
46984.0,69,2,6,1,1,71,19,1,10,2,1,8,41,1,1,0,3,2
34838.0,74,2,3,1,1,62,28,23,29,29,14,47,170,3,2,1,4,2
82716.0,81,4,4,0,0,8,606,148,228,15,148,22,1167,1,6,8,13,3
48192.0,67,2,3,0,0,76,1039,43,204,153,58,29,1526,3,2,8,12,1
49681.0,49,3,3,0,2,66,411,0,26,0,0,21,458,6,7,1,7,2
56850.0,54,3,3,0,1,83,34,1,19,2,7,0,63,1,1,1,3,2
55267.0,68,2,3,0,1,28,161,28,136,32,3,45,405,4,3,4,6,2
59666.0,53,2,3,1,1,87,623,53,178,23,17,133,1027,7,3,2,8,3
72504.0,53,2,4,0,1,43,604,26,470,123,161,94,1478,2,5,9,6,1
26872.0,44,2,3,0,0,0,3,10,8,3,16,32,72,1,1,1,2,2
21359.0,53,2,4,1,0,1,12,2,17,6,1,10,48,2,2,0,3,2
73170.0,50,2,4,0,0,1,184,174,256,50,30,32,726,1,5,4,6,3
52750.0,70,3,3,0,1,72,393,0,239,90,69,69,860,6,5,7,9,3
91820.0,39,4,5,0,0,72,410,73,747,76,161,30,1497,0,5,5,12,1
65968.0,55,4,5,0,1,12,376,9,83,19,4,4,495,2,5,4,7,3
30772.0,49,2,3,1,1,89,7,2,4,2,1,4,20,1,1,0,2,2
22507.0,71,2,4,0,0,67,68,0,226,51,157,68,570,3,10,2,4,2
65685.0,53,2,3,0,1,54,642,14,49,0,7,57,769,1,9,2,9,3
25804.0,47,0,3,1,0,34,8,7,9,13,6,12,55,2,2,0,3,2
76412.0,45,4,4,0,0,15,840,53,804,23,71,17,1808,1,5,4,8,1
22063.0,53,2,3,1,0,43,7,10,13,3,11,11,55,2,2,0,3,2
57091.0,64,2,4,0,0,0,464,5,64,7,0,37,577,1,7,3,7,3
22419.0,62,2,3,0,0,74,30,3,47,19,21,42,162,1,3,2,2,2
87771.0,66,2,5,0,1,61,1492,38,287,50,57,33,1957,1,5,10,4,1
78353.0,66,0,2,0,1,51,752,122,476,39,153,34,1576,1,10,2,11,1
93404.0,71,2,3,1,2,97,1279,15,287,20,0,15,1616,3,3,4,7,1
37859.0,63,2,2,1,2,75,22,1,8,2,1,2,36,2,1,0,3,2
80995.0,67,4,6,0,1,83,860,28,409,73,56,56,1482,1,8,9,4,1
16529.0,41,2,5,1,0,23,3,0,5,13,0,1,22,1,1,0,3,2
55412.0,49,4,2,1,1,65,10,5,28,11,1,8,63,1,2,0,3,2
48789.0,33,2,4,0,0,94,351,16,156,7,5,145,680,1,6,4,7,3
56575.0,58,4,5,0,2,42,421,5,90,0,16,10,542,3,7,3,7,3
25130.0,45,0,5,1,0,10,2,5,7,0,18,18,50,2,2,0,3,2
35441.0,58,2,3,1,1,94,25,1,9,2,1,1,39,2,1,0,3,2
71391.0,69,2,3,0,1,50,336,123,274,46,123,141,1043,5,6,5,12,3
49494.0,53,3,4,1,0,46,191,9,97,0,6,82,385,2,6,1,5,2
81702.0,45,2,2,0,0,98,563,50,774,28,31,187,1633,1,7,7,12,1
45889.0,45,0,4,0,1,42,31,0,6,0,1,8,46,1,1,0,3,2
56628.0,48,2,4,0,1,30,479,5,82,7,17,171,761,2,7,6,5,3
34026.0,75,2,5,1,1,11,18,6,15,12,8,17,76,3,2,1,3,2
40049.0,51,2,3,0,1,61,91,65,52,10,44,28,290,3,3,2,6,2
34176.0,37,2,4,1,0,12,5,7,24,19,14,20,89,4,3,0,4,2
19419.0,44,2,3,1,0,76,2,14,28,16,3,7,70,4,4,0,3,2
82504.0,65,0,3,0,0,2,362,50,431,134,35,54,1066,1,3,6,7,3
81205.0,55,2,5,0,0,43,724,74,929,97,55,130,2009,1,5,6,7,1
61618.0,34,0,4,0,0,27,605,91,399,0,45,205,1345,2,3,6,8,1
55284.0,69,3,4,0,1,60,547,7,140,0,7,63,764,3,7,5,8,3
49980.0,62,2,4,0,1,79,104,1,54,13,9,14,195,2,3,1,5,2
15072.0,45,2,3,2,0,96,8,2,15,0,10,18,53,4,3,1,3,2
49166.0,51,2,4,0,1,17,224,2,25,7,0,110,368,2,5,3,3,2
65324.0,71,4,3,0,1,0,384,0,102,21,32,5,544,3,6,2,9,3
82347.0,68,0,3,0,0,38,556,54,845,202,133,63,1853,1,7,7,10,1
30843.0,59,4,5,1,1,43,24,0,2,0,0,9,35,2,1,1,2,2
46374.0,51,4,3,0,1,1,408,0,21,0,0,17,446,3,7,1,7,2
60474.0,46,2,4,0,1,25,265,199,303,234,9,170,1180,7,10,2,12,3
38576.0,52,3,3,0,1,2,34,0,7,0,0,0,41,1,1,0,3,2
55357.0,40,2,3,2,0,66,374,64,116,84,25,64,727,3,6,2,11,3
37758.0,59,2,5,1,1,49,27,2,10,0,0,1,40,2,1,0,3,2
85710.0,36,0,3,0,0,5,600,20,350,29,30,33,1062,1,6,9,10,3
23228.0,56,2,5,1,0,71,13,2,18,6,1,0,40,2,2,0,3,2
44602.0,56,3,5,1,1,35,167,2,89,0,0,34,292,6,6,1,4,2
7500.0,38,2,3,0,0,94,0,2,3,4,1,5,15,1,0,0,3,2
38683.0,36,0,5,1,0,80,46,35,69,84,41,66,341,6,4,1,6,2
49514.0,50,0,4,1,0,61,88,39,78,58,13,93,369,2,6,1,4,2
57906.0,52,4,5,0,1,29,243,11,119,10,3,15,401,3,4,2,8,2
43456.0,59,3,4,0,1,0,275,11,68,25,7,7,393,3,5,1,8,2
19485.0,39,3,4,2,0,80,6,0,4,0,0,0,10,1,1,0,2,2
53172.0,47,2,5,0,1,54,121,62,90,68,20,125,486,3,2,3,8,2
30545.0,46,2,5,1,0,71,4,12,15,19,7,12,69,2,2,0,3,2
70123.0,42,4,5,0,0,27,1308,0,396,23,0,0,1727,1,5,7,4,1
62450.0,66,2,4,0,1,61,515,47,267,62,66,38,995,2,5,5,4,3
21675.0,49,2,5,1,0,55,4,0,16,17,4,4,45,3,4,0,3,2
42395.0,44,0,4,1,1,35,48,13,57,24,15,25,182,4,3,1,4,2
61346.0,47,3,5,1,0,34,562,58,168,43,16,142,989,1,5,7,10,3
80812.0,72,2,5,0,0,95,769,22,500,210,143,33,1677,1,4,8,5,1
42835.0,54,3,2,1,1,64,379,4,93,12,9,98,595,7,6,6,4,3
39922.0,42,2,3,1,0,30,29,12,59,19,1,36,156,2,3,0,4,2
86424.0,69,3,4,0,0,12,387,68,569,89,45,68,1226,1,6,9,12,3
17117.0,47,0,5,1,0,96,12,23,38,30,18,7,128,4,3,1,3,2
24762.0,53,2,4,1,0,16,6,10,12,3,15,40,86,3,3,1,2,2
35797.0,50,2,3,0,1,16,27,1,14,4,1,21,68,2,2,0,3,2
36627.0,50,2,2,2,0,78,9,1,5,0,0,1,16,1,0,0,3,2
51111.0,44,0,3,1,1,83,22,0,19,6,5,3,55,2,2,0,3,2
86857.0,53,4,4,0,0,96,899,102,838,133,102,40,2114,1,5,6,10,1
82072.0,55,4,5,0,0,67,889,55,685,168,92,129,2018,1,3,2,13,1
46231.0,72,4,4,2,1,87,189,2,55,0,5,12,263,4,6,1,4,2
42243.0,66,2,3,1,1,34,48,0,2,0,0,5,55,2,2,0,3,2
51195.0,63,2,5,1,1,46,230,14,156,82,24,58,564,8,9,2,5,3
68092.0,47,3,4,0,0,7,852,60,207,78,36,48,1281,2,2,6,10,1
31814.0,52,2,3,1,0,73,35,3,20,4,1,20,83,2,2,0,3,2
51390.0,60,3,6,1,1,54,205,20,47,23,2,56,353,6,5,2,5,2
76630.0,42,2,3,0,0,93,255,31,446,40,56,175,1003,1,3,10,11,3
26868.0,34,1,4,1,0,52,0,0,1,8,3,2,14,1,1,0,2,2
48948.0,82,4,2,0,0,53,437,8,206,160,49,42,902,2,7,10,5,3
55260.0,53,4,4,0,1,81,825,8,53,11,0,242,1139,2,8,10,5,3
64090.0,69,2,5,0,1,8,316,58,161,76,51,135,797,1,6,9,4,3
78331.0,67,2,2,0,1,97,756,138,354,160,169,61,1638,2,10,6,7,1
37087.0,51,4,3,1,0,50,194,55,134,15,0,3,401,3,4,2,8,2
21846.0,39,2,2,1,0,38,7,17,18,6,10,26,84,4,4,0,3,2
81320.0,67,2,3,0,0,61,183,33,493,59,103,57,928,1,4,3,10,3
54137.0,55,2,2,0,1,46,171,0,11,0,1,20,203,2,4,1,4,2
66825.0,58,2,5,0,0,73,243,101,405,29,40,40,858,1,4,5,6,3
57100.0,52,2,5,0,0,19,181,21,69,39,3,96,409,1,3,3,6,2
58917.0,56,2,5,1,2,10,151,7,89,0,7,28,282,5,4,1,6,2
85072.0,48,2,4,0,0,94,494,92,391,194,11,241,1423,1,3,4,10,1
86429.0,64,2,4,0,0,10,464,28,873,29,18,37,1449,0,7,4,7,1
45684.0,54,2,6,1,0,37,5,1,5,10,0,7,28,1,1,0,2,2
47889.0,51,2,5,1,0,94,29,0,29,0,5,4,67,1,2,0,3,2
45921.0,39,4,3,0,0,23,102,9,49,24,3,12,199,1,2,1,6,2
78420.0,59,4,4,0,0,75,604,28,674,91,28,28,1453,1,3,10,8,1
75114.0,33,2,5,0,0,40,571,12,523,63,60,24,1253,1,3,10,5,3
52278.0,62,4,6,0,1,24,953,0,71,0,0,174,1198,6,10,5,10,3
35641.0,53,3,3,1,0,11,63,3,67,8,9,28,178,2,3,1,4,2
95529.0,31,2,4,0,0,29,770,29,890,250,27,24,1990,1,7,3,7,1
62820.0,71,2,3,0,0,51,398,61,265,138,61,53,976,1,3,4,6,3
73113.0,65,3,5,0,0,86,741,19,154,50,9,28,1001,1,3,4,7,3
84169.0,43,4,3,0,0,9,1478,19,403,0,19,0,1919,1,7,6,6,1
42607.0,71,0,4,0,1,30,156,29,56,30,32,47,350,2,3,2,7,2
74637.0,71,4,4,0,0,73,960,64,464,146,0,16,1650,1,6,9,9,1
46015.0,70,4,5,1,1,25,38,0,2,0,0,6,46,1,1,0,3,2
72354.0,32,2,4,0,0,67,315,26,473,220,12,182,1228,1,2,10,6,3
39858.0,56,3,4,1,0,67,15,20,25,2,7,26,95,1,2,0,4,2
34469.0,77,4,3,1,1,58,19,6,20,0,5,12,62,3,1,1,4,2
83033.0,39,2,5,1,0,82,812,99,431,237,149,33,1761,1,11,4,10,1
24401.0,46,3,5,0,0,98,73,28,217,10,24,115,467,3,6,1,6,2
77583.0,47,2,3,0,0,93,372,23,384,250,12,108,1149,1,4,5,9,3
74116.0,43,0,4,0,0,53,871,111,704,145,55,166,2052,1,4,4,10,1
74293.0,32,2,4,0,0,66,375,152,335,93,91,81,1127,1,5,4,6,3
68397.0,49,4,3,0,1,6,760,80,466,17,13,80,1416,1,6,9,5,1
79632.0,51,4,5,0,0,42,471,0,510,99,21,12,1113,1,6,4,9,3
46107.0,36,2,4,1,0,78,31,9,27,16,9,33,125,1,1,1,4,2
64950.0,74,4,4,0,1,29,819,0,72,12,0,63,966,2,11,2,10,3
25443.0,36,1,3,1,0,82,1,4,3,8,9,7,32,1,1,0,3,2
75127.0,73,2,4,0,0,92,203,35,305,46,17,227,833,1,2,11,5,3
32892.0,54,4,5,1,0,78,26,0,15,2,1,2,46,2,3,0,3,2
71796.0,54,2,5,0,0,54,354,21,311,167,75,32,960,1,9,3,4,3
67536.0,55,4,3,0,1,45,1253,0,447,23,71,35,1829,3,11,5,11,1
55239.0,54,2,4,0,1,59,371,17,238,23,24,106,779,3,7,5,11,3
60554.0,50,4,2,1,0,8,588,7,76,110,15,15,811,2,8,4,9,3
64831.0,73,0,4,1,1,51,480,86,249,75,86,144,1120,8,6,3,5,3
56067.0,63,4,5,0,1,51,517,12,54,16,6,120,725,2,7,4,7,3
82025.0,42,2,2,0,0,76,267,98,606,48,70,98,1187,1,3,2,6,3
94384.0,72,2,5,0,0,62,1111,24,790,160,45,172,2302,0,5,8,5,1
14906.0,39,1,4,0,0,86,7,7,14,7,16,15,66,3,2,1,3,2
51563.0,38,4,3,0,0,60,1166,0,48,0,0,36,1250,1,4,4,10,1
57937.0,43,0,3,0,1,56,261,42,144,55,48,133,683,3,4,4,9,3
68274.0,46,2,2,1,1,83,135,25,51,23,25,46,305,2,4,2,5,2
39771.0,48,2,5,1,0,92,6,2,18,2,8,14,50,1,2,0,3,2
67893.0,50,0,2,0,1,31,711,28,142,49,18,47,995,2,3,2,9,3
27922.0,46,4,5,1,0,80,11,0,13,2,4,11,41,1,2,0,3,2
52190.0,49,4,5,1,1,39,42,0,17,0,0,18,77,3,2,1,3,2
44051.0,52,3,2,1,1,20,79,7,58,6,3,18,171,4,3,1,4,2
42767.0,54,4,4,2,0,53,20,6,43,19,5,38,131,1,3,1,2,2
46106.0,49,3,5,1,1,84,30,0,8,2,0,14,54,1,1,1,2,2
16927.0,49,4,3,1,1,50,20,2,23,3,1,4,53,5,3,0,4,2
59754.0,60,2,3,0,1,96,115,27,44,4,146,139,475,3,5,2,6,2
53700.0,73,2,4,0,1,94,263,5,233,69,41,83,694,4,5,5,8,3
59041.0,52,2,3,1,1,25,69,2,15,2,2,6,96,2,2,0,4,2
54237.0,68,4,2,0,1,48,267,3,30,4,0,57,361,4,5,2,5,2
70647.0,58,2,2,0,1,65,561,85,171,25,123,114,1079,2,4,7,13,3
52597.0,63,4,4,0,1,69,492,0,37,7,0,42,578,3,6,3,8,3
41021.0,56,3,5,1,0,12,14,7,9,6,16,12,64,2,2,0,3,2
40233.0,50,4,3,0,1,84,80,4,46,0,17,2,149,5,2,1,5,2
50183.0,45,2,3,1,1,47,97,12,84,13,10,15,231,7,3,1,6,2
54753.0,66,2,5,0,1,87,197,107,227,7,59,131,728,3,5,2,11,3
92955.0,52,2,3,0,0,35,693,21,925,31,24,84,1778,1,6,7,9,1
33471.0,52,2,3,1,0,47,43,2,27,0,9,12,93,3,3,0,4,2
34596.0,51,4,3,1,0,48,14,0,2,0,0,7,23,1,1,0,2,2
44010.0,45,2,5,1,0,46,186,36,234,86,72,48,662,6,10,2,6,3
84219.0,37,2,3,0,0,27,434,137,400,45,137,45,1198,1,3,4,10,3
40706.0,57,4,5,2,1,37,59,0,11,4,2,5,81,4,3,0,4,2
15716.0,37,0,3,1,0,8,16,5,30,8,7,26,92,3,3,0,4,2
59052.0,66,0,2,0,1,29,230,35,75,63,57,31,491,3,7,1,7,2
80573.0,54,3,5,0,0,85,829,138,430,60,92,15,1564,1,4,6,13,1
83715.0,63,2,3,0,0,2,318,8,407,150,35,8,926,1,2,8,13,3
82576.0,66,3,5,0,0,66,1206,55,445,168,18,18,1910,1,2,4,12,1
56962.0,60,3,3,2,1,60,292,3,77,10,3,26,411,7,6,3,5,2
35704.0,73,2,3,1,1,54,30,9,12,2,11,30,94,3,2,0,4,2
53103.0,71,2,5,0,1,70,729,17,133,11,0,195,1085,5,10,6,7,3
46779.0,65,0,6,1,1,55,12,1,3,0,0,7,23,1,0,1,2,2
4861.0,60,2,2,0,0,20,2,1,1,1,0,1,6,0,0,0,0,2
33462.0,46,3,2,1,0,78,22,3,18,0,0,11,54,1,2,0,3,2
63693.0,47,2,2,0,1,63,587,43,337,42,87,54,1150,3,11,6,9,3
80763.0,75,2,3,0,0,17,674,168,108,192,42,231,1415,1,5,11,6,1
65352.0,51,4,3,0,1,43,284,3,84,4,7,23,405,2,4,2,8,2
82170.0,47,4,3,0,0,13,1023,93,651,49,55,37,1908,1,5,6,7,1
75759.0,56,2,3,0,0,46,1394,22,708,89,91,182,2486,1,9,7,9,1
79689.0,49,0,4,0,0,65,311,26,640,180,37,121,1315,1,4,9,13,3
35340.0,69,4,6,1,1,1,27,0,12,0,1,5,45,2,2,0,3,2
85683.0,71,2,2,0,0,6,1296,17,311,45,69,51,1789,1,2,4,10,1
24884.0,53,0,3,1,0,32,3,6,7,0,0,3,19,1,0,0,3,2
42021.0,44,3,5,1,0,34,393,5,136,7,5,27,573,5,10,1,6,3
64449.0,36,2,4,1,0,70,218,63,282,137,35,70,805,4,5,3,12,3
64587.0,71,2,2,1,1,49,66,0,16,0,6,20,108,2,1,1,4,2
34824.0,30,2,4,0,0,65,4,2,11,2,0,4,23,1,1,0,2,2
75437.0,47,2,5,0,0,25,795,0,545,95,58,0,1493,1,8,4,10,1
26091.0,68,2,5,1,1,84,15,10,19,8,17,20,89,3,2,1,3,2
52845.0,52,2,3,1,0,7,384,25,292,130,41,64,936,3,8,8,6,3
46086.0,69,2,2,0,1,34,244,8,32,7,2,50,343,4,3,1,8,2
78028.0,69,4,6,0,1,38,158,19,288,25,0,38,528,1,6,4,9,2
95169.0,38,4,4,0,0,1,1285,21,449,106,20,20,1901,1,4,3,4,1
56337.0,44,0,3,1,1,25,349,16,144,28,5,182,724,5,8,5,4,3
22434.0,38,2,5,1,0,25,4,12,11,3,13,15,58,2,2,0,3,2
36930.0,71,4,3,0,1,50,223,2,31,0,2,39,297,5,5,2,4,2
36130.0,71,2,4,0,1,46,157,43,127,68,56,37,488,6,3,8,4,2
65569.0,72,3,3,0,1,96,397,46,288,20,38,70,859,2,6,5,10,3
83844.0,73,2,5,0,0,57,901,31,345,75,31,191,1574,1,4,4,11,1
19514.0,57,2,3,1,1,47,14,3,21,2,1,28,69,4,3,1,2,2
36736.0,62,4,4,1,1,52,10,0,3,0,0,4,17,1,1,0,2,2
77568.0,46,2,5,0,1,30,1230,0,396,232,178,158,2194,1,10,2,8,1
49187.0,49,4,5,0,1,63,81,1,31,2,1,0,116,1,1,1,5,2
30168.0,47,2,4,1,0,51,154,20,66,0,12,27,279,7,6,1,4,2
34053.0,57,3,5,0,1,14,63,0,21,7,0,12,103,1,3,0,3,2
38196.0,54,3,3,1,1,20,30,0,11,0,0,3,44,3,2,0,4,2
59412.0,74,3,3,0,0,56,90,67,165,30,43,11,406,1,4,2,8,2
70924.0,60,0,3,0,0,41,635,114,254,132,152,76,1363,1,6,6,7,1
54165.0,56,2,5,0,0,72,127,4,73,15,6,11,236,1,2,1,7,2
32300.0,52,2,3,1,0,1,13,3,6,6,5,6,39,1,1,0,3,2
